binary_accuracy,loss,val_binary_accuracy,val_loss
0.8282359838485718,1.2080070972442627,0.9482883214950562,0.9142179489135742
0.9690397381782532,0.754047155380249,0.9738427996635437,0.6338700652122498
0.9755569100379944,0.5560787916183472,0.9713114500045776,0.4855746030807495
0.9788380265235901,0.41930821537971497,0.9807136058807373,0.3648941218852997
0.980388343334198,0.3297152817249298,0.9725168943405151,0.3095540404319763
0.9826610684394836,0.26689258217811584,0.9801108837127686,0.2493543028831482
0.9835942387580872,0.22731450200080872,0.9790260195732117,0.22404922544956207
0.9844521284103394,0.20286746323108673,0.9825217127799988,0.19937695562839508
0.9857164621353149,0.1857573539018631,0.9842092394828796,0.18525943160057068
0.9868302345275879,0.17653757333755493,0.9844503402709961,0.1795620322227478
0.9877784252166748,0.1716875582933426,0.9854146838188171,0.1764213889837265
0.9873871207237244,0.17019259929656982,0.9857763051986694,0.1755104660987854
0.9879289865493774,0.16880881786346436,0.9854146838188171,0.1755872219800949
0.9880192875862122,0.16831335425376892,0.9856557250022888,0.17429745197296143
0.987793505191803,0.1680452972650528,0.9860173463821411,0.17366687953472137
0.9879891872406006,0.16663797199726105,0.9851735830307007,0.17388053238391876
0.9878838062286377,0.16659991443157196,0.9856557250022888,0.17270410060882568
0.9885008931159973,0.16515958309173584,0.9856557250022888,0.1720408946275711
0.9882450103759766,0.164694681763649,0.9860173463821411,0.17122049629688263
0.9883503913879395,0.16315874457359314,0.9860173463821411,0.17059443891048431
0.9887115955352783,0.16280747950077057,0.9854146838188171,0.17062577605247498
0.9882299900054932,0.16302582621574402,0.9854146838188171,0.16972705721855164
0.9885761737823486,0.161606565117836,0.9861379265785217,0.16935355961322784
0.9886062741279602,0.1601683795452118,0.9861379265785217,0.16838473081588745
0.9886664748191833,0.16071785986423492,0.9852941036224365,0.16833831369876862
0.9885159730911255,0.15954828262329102,0.985535204410553,0.16783489286899567
0.9883202910423279,0.159673810005188,0.985535204410553,0.1676136553287506
0.9881095886230469,0.15849514305591583,0.9857763051986694,0.16657577455043793
0.9883955717086792,0.1578681468963623,0.9856557250022888,0.1655074506998062
0.9887717962265015,0.15657149255275726,0.9854146838188171,0.16575008630752563
0.9882450103759766,0.15633974969387054,0.9845708608627319,0.16563232243061066
0.9885610938072205,0.15593425929546356,0.9850530624389648,0.16509996354579926
0.9886965751647949,0.15487319231033325,0.9857763051986694,0.16387784481048584
0.9887416958808899,0.15380097925662994,0.9852941036224365,0.16370892524719238
0.9887416958808899,0.15314188599586487,0.9854146838188171,0.1635105460882187
